,actual_productivity_score
627,4.501769191511795
630,3.167237388899668
631,5.0574154829602405
633,5.172078840856489
634,4.011466400489539
635,6.033690433520052
637,7.469625134120871
638,5.433842099830303
639,4.272885760807857
640,1.716901224573271
641,1.8854124753999544
642,8.105761238453539
643,3.757059984608415
644,1.7458497079704156
645,7.874848040261316
646,7.3397266528664735
647,4.156505762601212
648,3.162046412171804
649,7.456230363284688
650,4.148644416365066
651,8.43801455251881
654,6.821194572607779
656,3.538975782770794
657,2.8254647701871165
658,2.6784253617077844
661,2.106624876948616
662,4.481923579400793
663,4.585282261233721
664,5.176911765115739
665,1.8460612976419528
666,5.970224837353873
667,6.901566048620887
668,4.800292674407794
669,2.999172486719623
670,2.3807272102597863
671,4.370572900597701
672,4.444975020707731
673,3.218489260155092
674,4.258043808792095
675,3.970149545033293
676,4.7965126985204
678,4.093115727981645
680,4.348930791591715
681,6.429008294715008
682,5.9301121874072535
683,2.4750510899377978
684,7.748000948579918
685,8.149938648885234
687,7.179975101371261
688,2.86130238817798
690,6.284003006565972
691,6.7853202510220845
692,3.9308705071673353
693,4.7884739014983175
696,6.098783465263544
697,6.216917130809895
698,5.846211782069007
700,7.13053576929701
701,1.534449479850129
703,2.5173285670327257
705,6.467873514769262
708,2.866903791036396
709,7.651244098361214
710,5.399310118149903
712,2.1404945731957734
715,6.066684908582107
716,3.7557866240440103
717,4.660938089671667
718,1.7056402394513834
719,2.6407210304652016
720,2.532238237039456
722,4.617819447258188
723,6.233540040804039
724,5.441339680216969
726,2.328502998373814
727,4.821142526429541
729,1.21310765631686
730,3.442439438241077
731,5.747182893080855
733,5.553557046155441
734,6.045433032181998
735,2.9253771739438794
736,5.632693767976255
737,6.794242838486928
738,3.688929754394653
740,4.9024329012959615
742,7.743662806424441
743,4.89627941972006
744,8.136929769451244
745,3.4592106404303853
747,4.761754262798131
748,2.9699475537003126
749,3.2984006378511697
750,0.7171180641787149
751,1.6059978780673978
752,5.833776136340257
753,6.5223196817577325
756,2.478968996629418
757,3.4623079880691305
758,4.960739514148747
759,4.301606061470382
761,3.9808503690155312
762,5.258896095869551
763,6.52082043171956
765,5.969010468220884
766,8.099620772471818
768,8.135241293472067
769,7.792033052316807
770,4.07267167207507
771,6.525808072187239
772,3.114836690149878
773,3.7575408526674674
774,4.647104961541554
775,7.193480174896219
777,5.898859540608704
779,2.236309138723553
780,6.011266231297603
781,3.7649670795312975
782,4.684449276936432
784,6.799766382021868
786,7.432815826850086
788,5.227713171312038
789,2.156158862570825
790,6.063549372998888
792,6.799121606166198
793,6.786767432603102
794,2.9007694711481578
799,2.538500725074352
801,5.370516027321103
802,4.890137117736661
803,7.24441390856103
805,3.811364873457034
806,4.6448541772113385
807,2.181237619225785
808,6.24543803545094
809,4.240442091788707
811,2.758154647289622
812,4.873476040868647
813,7.633971978257246
815,4.94979567212984
816,8.215947298964121
817,3.7910572384071584
819,2.2683878448000736
820,4.736404119070415
821,5.540592288957031
822,3.2083026912544845
823,2.594427867753049
824,6.058539917811024
825,6.038525117394195
826,5.884083960177347
828,6.179268000219986
829,5.820822937361286
830,7.458702024950364
831,2.0444093587110883
832,7.420278786102429
833,3.2931770304498573
834,5.2309246010664
836,4.302058288242507
837,2.0717505091874906
838,4.245081247659426
841,3.1599912266033723
842,2.519087719907619
844,4.030083303374615
845,6.6904580455767135
846,5.491766281756345
847,4.7320861813954025
848,2.781269327533905
849,6.277024317699915
850,6.651942213128209
851,3.972712139019386
852,5.869193588749207
853,4.086278386593485
854,7.254203543953678
856,2.4619257372374106
857,6.120040766700679
858,4.437068203749194
859,2.474503230670656
860,6.653018984769435
863,5.396526812799219
865,4.008359190454096
866,6.473277731144017
867,3.0510069820490355
868,6.277083639796992
869,5.095827821809449
870,2.1213103470484493
871,6.3612674028133
872,7.085613124159821
873,4.308132418803384
874,3.2737990700861577
875,4.834381948830337
876,7.829320706844444
877,5.593075436208412
878,4.269843569628649
879,4.8921536327096895
881,4.773304726056778
882,3.21321513898235
883,6.769656794079075
884,1.990753773034076
885,4.687609731060247
886,2.2094596480390325
889,6.937060863473796
890,2.928323494600021
891,3.636070625118783
892,4.979486905284576
893,7.185415107360424
894,3.8302779091845744
895,5.992997265403225
897,4.01220693190381
899,4.846329503157739
901,5.749209446394091
902,3.665924295811182
903,3.4214601091472447
907,4.350640371610051
908,4.113619805135101
909,4.339577821048692
910,7.909536595689243
911,6.410976760850885
913,2.8460767354861694
914,4.709827221673804
915,2.992356888899094
916,5.89528758983331
919,6.9697717300918045
920,7.2953500213362705
921,5.8816430664982695
923,7.301706863446172
924,3.508390320009818
925,3.6358877595107786
926,7.618625393056739
928,2.6642440968683947
929,5.315002997894698
930,3.068043822900688
932,4.223135943011806
933,4.76888652103161
934,5.111777297794443
935,3.8914334487081454
936,4.60939793274675
937,2.903040963301061
938,7.897010256749107
939,3.1081573730054006
940,4.442426274789399
942,3.8537695568928543
943,7.431491106790306
944,8.19810745455063
945,7.085027995088473
947,3.5861824431471137
948,6.221384146329169
950,2.911434503180422
951,3.326176275623069
952,5.244775568424053
953,6.16804663509247
954,4.432897823877288
955,1.8672100398314788
957,3.116812858701661
958,1.386214176110388
959,2.30963652369168
961,6.694923796247621
962,6.879919605201915
963,9.054159463506725
964,7.854427167917074
965,5.258845094466121
967,6.909228755944407
968,6.653539488363121
969,7.856703949072849
970,3.938405851753007
971,7.883374403594037
973,2.1797834088171726
975,4.587889844469264
976,4.598030698209526
977,6.799804466982135
978,4.546539970867994
979,7.114575449746488
980,3.842048499138951
982,3.7988475832228112
984,2.146689041508371
985,2.7469193056130154
986,5.719548784476528
989,6.412510597205289
990,3.086159039480803
991,3.9508093672047786
992,4.380809574310565
993,7.252872234650709
994,7.394645418129653
995,3.3579577588461182
996,8.065980464866726
997,2.5609321811163483
998,6.867157025412786
999,4.30670378244643
1000,7.735253277094505
1001,7.900667437424193
1002,4.053236379109769
1003,4.57970595096632
1006,5.812602585038995
1007,2.02211609851386
1008,5.877794119740806
1009,4.133558316073889
1010,3.4283993544110083
1011,2.418527018078473
1012,4.234406680573562
1014,2.8466791390214885
1015,3.461959558832981
1016,4.64505180430535
1017,4.031117705760516
1018,6.178502079474284
1019,7.615712560088959
1022,4.319423779608002
1024,8.060797328314711
1025,6.936675169169062
1026,2.155755114026515
1027,3.014192104296717
1028,1.9431089201774805
1029,7.863971771252211
1030,7.477185697684919
1032,7.186797978551277
1033,5.71169544332661
1034,3.245384456166161
1035,7.295157639755667
1036,2.307902033965992
1039,7.180484107603918
1040,7.845049787735728
1043,1.2798126426854224
1044,6.319941317577968
1045,5.429825815314308
1046,6.242203272370436
1048,3.1843083910400174
1051,3.059632543435591
1053,4.791630008163007
1054,3.908155929529612
1055,7.889770693666581
1056,6.8842503350179
1057,5.523817942844418
1058,5.091839588131078
1059,4.810286353338046
1061,7.132681021828445
1063,7.020155126243954
1064,4.117067684335578
1066,2.483949692943826
1067,7.576311307422713
1068,4.123396612567952
1069,8.52758102279085
1070,6.234272837196563
1071,2.229727318601961
1072,5.10915232851679
1073,3.8207179264292974
1075,4.212024910486733
1076,3.6490381259922073
1079,1.9074225617694531
1080,7.197976031457471
1081,5.5049546319860845
1082,6.885964369173785
1083,8.3804023296001
1084,4.001015923349256
1085,4.963861997178901
1086,7.566198504159966
1087,4.456262430510874
1088,2.336879885976202
1089,2.059932735846385
1090,3.668741398110953
1092,6.226156675932454
1095,2.4719672180335195
1096,4.70059130696111
1097,4.918387893223382
1098,4.110152665170097
1099,6.670472010478468
1100,7.770335262253283
1101,5.991977888660955
1102,6.978117501106178
1103,4.89299535776942
1105,7.134752243736531
1106,6.846357313178516
1107,4.041636836686585
1108,7.542961240205276
1109,3.8365827633208696
1111,6.206613419687797
1112,1.5837628432284343
1113,6.735703732080156
1114,8.129576521185841
1115,6.930673068346856
1116,3.724313774054378
1120,2.1992791010677863
1121,7.697107513817025
1122,5.828135264262045
1123,2.1003771467709456
1124,3.963761273653856
1125,4.160252639392418
1127,2.7456039698226777
1128,2.508474306236323
1129,1.7193327614005391
1131,8.3619539468917
1132,3.589435984009788
1133,3.661289757063938
1134,5.437308513421293
1135,2.7548705311221013
1136,6.841035754117629
1139,5.209627154365488
1140,1.5593971016307266
1142,8.166201989158854
1143,8.42383678977612
1144,7.480721570523723
1145,2.1557572739231023
1146,7.532236855618094
1147,7.48901269459435
1149,4.329382818628284
1151,5.471853315071965
1152,6.0440544873098405
1153,1.948969139187295
1154,6.149527566609552
1155,6.909123098838528
1157,4.8438101260895365
1158,1.6020695993725704
1159,2.0174737140204364
1160,2.611880063248188
1162,5.221675019232549
1163,2.82946177308542
1166,1.560724870639976
1167,4.266197438539184
1168,7.690504172482983
1169,4.239105047584369
1170,3.4543896695635907
1173,4.004759185580373
1176,7.692602726435355
1177,4.048169412148583
1178,9.045756720005024
1179,6.253099043778216
1181,3.9537403673727303
1182,2.4487628896288385
1183,5.387069267531863
1184,1.1118797866007235
1185,4.041445935980167
1186,6.892443539103582
1187,3.240322925635746
1188,3.2864165602363418
1189,7.756890785342311
1190,5.047739437789011
1192,7.512509553127758
1193,5.175333062338448
1195,1.6737434900844166
1198,5.584360909770458
1199,3.111164145676169
1200,7.526294367314576
1203,6.337473748415427
1204,6.196627526137739
1205,7.140788271074221
1207,3.187750474100112
1208,7.000467319756621
1211,2.39287460991793
1212,3.044001916413396
1213,7.749283075883227
1215,6.424240187946796
1216,6.169420920810533
1217,3.880632099413188
1218,4.666420528002073
1219,4.388185997419125
1221,5.207816609369231
1223,5.259139178669168
1224,6.283775912890998
1225,1.0228762818128283
1226,3.2850480073633626
1227,4.486701376165845
1229,3.3458731926891048
1230,6.279624093264353
1231,5.836794462268736
1232,3.5872447877845928
1233,5.936866864805821
1234,6.9989615004125225
1235,3.933775822871617
1236,6.179142461205137
1238,6.834755289696048
1239,8.488872121745889
1240,5.101091057954435
1241,4.273268819112626
1242,6.146754410837376
1245,5.954843246705421
1246,3.026860236513167
1247,3.959459345180023
1248,3.312801107261978
1249,7.300562813806453
1250,4.379793244294197
1251,2.726512223672446
1254,2.972259453772525
1255,2.4559790528275163
1256,3.9798677548143497
1257,3.5629456092755074
1258,2.358331297950474
1259,5.2478741517337495
1260,5.25043983077559
1261,4.289115674828629
1264,3.360632965257952
1265,7.048264823758882
1266,2.6879444052875017
1267,6.8806764257009325
1268,6.105109257171647
1269,3.994268961780688
1272,4.99534743966459
1273,6.81801322508915
1274,2.956434303159305
1275,8.097429449412049
1276,5.628989481306853
1277,3.970289954353568
1279,5.5928288240938615
1280,1.8522858252842804
1281,6.322463945965475
1282,2.0889747573243254
1283,4.654965210905727
1285,3.595601728607108
1287,7.567911293037739
1289,2.390165081016834
1290,6.805396297336209
1291,2.925574628556616
1292,4.733045691210762
1293,7.831440296853676
1294,4.687868174107366
1295,7.714435790197297
1296,5.083825269273725
1299,6.842739284304917
1300,6.7342542147553495
1301,2.2978458561189754
1302,2.057547353986533
1303,2.1599188201172645
1304,8.30096867177793
1305,7.117257677807795
1306,3.7024913452763646
1307,4.034230716537611
1309,5.003647423838081
1310,8.523058910795397
1311,1.945040858342024
1313,2.3430662946463965
1314,3.60753914343833
1315,2.6671921413694686
1316,7.008668436515954
1317,4.7995480644295245
1318,4.7510589000386165
1319,5.334515382863811
1320,6.626786578487983
1321,3.4087314968781826
1322,4.264703340182563
1323,4.900878302968785
1325,1.793107392408856
1327,2.68665732470035
1328,5.183630115463969
1329,4.906913169761246
1332,7.240565279121651
1333,8.866033976794297
1334,8.069845426033899
1335,7.634005617891232
1336,8.12991298661647
1337,6.735942824705728
1338,5.328935660289279
1339,7.240105816945336
1340,2.376996502705941
1341,2.389738496232172
1342,4.873055703055983
1343,7.817770803167236
1344,2.940315516833956
1347,2.311992332892281
1348,5.68983314885238
1349,5.685281088997559
1350,5.416953900936962
1351,6.78071705842858
1352,4.476616151007896
1353,3.6779677993750015
1354,3.1221655542859894
1355,6.745807040436866
1356,2.147466558250847
1357,4.237112861546777
1359,7.996794478561674
1361,5.356321156977536
1362,5.383046255021376
1363,3.9579566762468414
1364,7.289775014978178
1366,5.570785544819316
1367,4.336857466276629
1368,3.2714229826315147
1369,2.643055543905802
1370,3.42063339687947
1371,5.511835017491872
1372,5.211852915109055
1373,4.817037847563266
1374,6.254203893439729
1376,3.803853887801169
1377,1.8228233291739555
1378,4.234980214034946
1381,7.7679979799269
1383,3.429357204380173
1384,7.975576397949598
1385,6.23322723550486
1386,6.352795749702387
1387,3.56209230723329
1389,5.3831440982475085
1391,6.327438881183373
1392,2.065931862478791
1393,5.36274558241705
1394,4.426295078285528
1395,3.350611457991709
1396,6.1225996037530805
1399,3.75098671119561
1400,4.073022719750398
1401,5.585334622460451
1402,4.103156174553559
1403,1.8224550799752484
1405,4.731098971853583
1406,3.525599518218001
1407,3.710431819300786
1408,5.80546654571715
1409,5.63639916216281
1410,3.85275847210243
1411,4.46031695862625
1414,5.239418634526396
1415,7.172766497333118
1416,6.154464137773312
1417,4.838675433383631
1418,6.106972944548668
1419,2.6377526214036955
1421,5.999276497664245
1422,2.0993842081219958
1423,4.755732938155438
1427,4.587197266149582
1428,6.976810140237647
1429,2.0003912747697297
1430,3.0734708410722504
1433,3.8164115813704216
1434,7.466754192912631
1435,6.610110398599128
1436,5.489156549826454
1437,2.9363610139566454
1438,6.496186930705223
1439,4.215307151011743
1441,1.7430673350280024
1442,5.454615787537255
1444,6.396384959336385
1445,4.649499985721377
1446,2.9831302217254305
1447,7.7456338828489555
1448,6.310383370609548
1449,6.5438209108227285
1452,2.9331598050739585
1453,3.856041561600194
1455,6.907406801617166
1456,4.998696156944207
1457,2.1237544572730607
1458,2.297100177117295
1459,5.623889760413279
1461,6.917186846575363
1462,3.721148765420892
1464,6.1294061143890834
1466,5.793104769913356
1467,2.409605569188713
1468,7.70698929361235
1469,6.422305411516066
1470,5.303705795691459
1471,6.034373168165488
1473,6.73629680659263
1474,2.844936471270459
1475,7.972661659374958
1476,7.075182295159886
1477,5.323834537781719
1478,1.8888902400226373
1479,2.5926597956795425
1480,6.687241476806802
1481,6.832954946094842
1482,2.9251186012781343
1483,4.816477377393256
1484,6.05764937023928
1485,7.789606907374215
1486,3.8885944556240255
1487,4.973130264909489
1488,5.462078816309834
1491,3.137019331989369
1492,7.326337369107255
1494,6.567772394823723
1497,5.703286710349985
1498,2.174854053041656
1499,2.556654898453469
1500,5.604808780960627
1502,1.9618818426672808
1503,4.428558756983459
1507,7.068687710806298
1508,3.036816839956675
1509,3.744635628406917
1511,1.88128933509278
1512,7.979211823476254
1513,7.271591505986331
1515,7.927601869291665
1516,4.444974838620725
1517,6.989605971001572
1518,2.075741294495474
1523,3.298908170992373
1524,8.356968645792149
1525,6.631921270797376
1527,4.923078880253639
1528,5.84315284481856
1529,7.0379094292735935
1533,7.338191828907207
1535,2.761335646538216
1536,6.904630878659906
1538,2.539096440109551
1540,1.841084359288808
1541,3.1771274186195373
1542,5.903993261326994
1545,1.2360660400274563
1546,4.779743934356266
1547,6.910756908119039
1548,2.2647834939611093
1549,4.650820484206933
1550,5.435264805711604
1552,5.174290871800596
1553,5.94796987918606
1555,6.141355886589822
1556,1.9184668703488847
1557,4.014188132856973
1559,6.747436027714428
1561,5.7456868937551615
1562,5.105834643501844
1564,3.4277017615055767
1565,6.011511347925064
1568,5.403375755019741
1569,5.235521261953085
1570,4.803670380355297
1571,4.179056386194122
1572,3.480025847376897
1573,5.112288899522092
1575,6.026847757484944
1576,1.7096061273782055
1577,4.624106200334784
1578,3.3556713579134705
1579,7.203664756163797
1580,8.857084319302544
1583,6.354100949546916
1585,5.826473373159586
1588,5.034893543803357
1589,7.222657768496092
1590,1.790775532841162
1591,6.543776365264913
1593,1.427556645556051
1594,8.220805117195692
1595,4.438173565222715
1598,6.949710606940121
1600,3.765778975507031
1601,4.0039114192807626
1602,5.056150387935992
1603,3.6439574498712544
1605,3.050945215474606
1606,2.775388670543495
1608,6.112828099117397
1610,3.7393102613806697
1611,3.4423947423759245
1612,5.449188206245736
1615,6.218468571096063
1616,7.44122095160608
1618,7.396187680341009
1619,3.7910685945792055
1620,5.841410483656202
1623,1.832997311173242
1625,4.972048646530558
1626,2.396564279014342
1627,8.04413632209236
1628,3.703766454357884
1629,4.081416657914528
1630,4.279240189553097
1632,3.252744133668233
1634,5.279093817929499
1636,6.754359698630154
1637,6.55034729164408
1638,6.638615680261244
1639,2.247193753688606
1640,7.263587454158439
1641,5.036650208259631
1642,5.444046435281542
1643,7.899630676127052
1644,5.67130390047441
1645,7.839652466124645
1647,7.89697058169145
1648,2.6475473586514826
1650,1.8325149141508463
1651,9.208370171789165
1653,4.356416707616311
1654,6.751741352734846
1655,4.234474010537165
1657,3.2179006030960657
1659,3.527828997291873
1660,7.139557380878083
1661,6.670571215143206
1662,5.290821139653577
1663,6.682239744385251
1664,7.0165782077161865
1665,5.516931886255022
1666,3.523349139159049
1667,6.456624516439942
1669,3.2285767679795985
1670,3.37892556964112
1672,3.6692136447936
1673,5.736505914313156
1674,3.819630622826352
1675,1.5650624409578615
1676,5.91285222513153
1677,4.247109334129198
1678,7.781290788747928
1681,4.074135554242352
1683,1.714304691442995
1684,6.523140146381008
1685,5.922392703988296
1686,7.128359230057361
1687,3.318308196441156
1688,6.14164660840061
1690,5.369443785376296
1691,7.14245789232518
1692,5.462314088620809
1693,7.580439820403269
1694,6.5966685021915
1696,6.7413427519842255
1697,8.090083302690054
1698,1.216625213233483
1699,6.3977594776179
1700,4.702693151005388
1701,4.146710226450064
1702,7.1420357762646285
1703,6.384877466578496
1704,4.897185696643458
1705,3.7863811913446415
1707,5.141859640891542
1708,2.0378219880708826
1709,4.606714285245988
1710,3.01874749513708
1711,3.902587772076021
1712,8.104988201253347
1713,3.3098820486463816
1716,7.505585429221077
1717,2.403433385986359
1718,2.260270228507644
1719,5.132717729329369
1720,6.117474586809069
1721,5.534562001128766
1723,7.396902606525643
1724,2.9343439376112426
1727,6.493918727257097
1728,4.947926084224458
1729,3.343919894150516
1731,3.344756740153265
1732,8.658606788112367
1734,5.1399410219046615
1735,5.8247586824795405
1736,2.657213103950722
1740,8.334820478212778
1741,3.841243576201407
1742,5.045757428427366
1743,6.988505847872721
1744,8.165059755520252
1745,6.2186985507989405
1746,3.8994565024858647
1747,5.347396670372733
1748,3.339546680212758
1749,3.259535423872964
1750,7.21963991569176
1751,4.661251819874707
